year,st_fips,abbrev,name,opioid_type,obs_rate_nhb,obs_rate_nhw,obs_var_nhb,obs_var_nhw,deaths_nhb,deaths_nhw,obs_se_nhb,obs_se_nhw,opioid_cat,obs_rr,obs_rd,obs_rr_se,obs_rd_se,obs_rr_lower,obs_rr_upper,obs_rd_lower,obs_rd_upper,obs_rr_sig,obs_rd_sig
2019,01,AL,Alabama,natural,1.2707536098974168,3.5333827019678683,0.10204927871163474,0.11724857265071567,17,116,0.319451527953201,0.34241578913758586,Natural and semi-synthetic opioids,0.3596422230713045,-2.2626290920704513,0.07258696795629388,0.468292484845049,0.2173717658769685,0.5019126802656405,-3.1804823623667473,-1.3447758217741552,1,1
2007,01,AL,Alabama,opioid,1.1380467845706552,4.946006241223571,0.09431605014843049,0.1653302366068304,14,151,0.3071091827810274,0.4066082102058816,All opioids,0.23009408582733992,-3.8079594566529154,0.07958085011644114,0.509554988941587,0.07411561959911528,0.38607255205556457,-4.806687234978426,-2.809231678327405,1,1
2012,01,AL,Alabama,opioid,1.2392147047223847,4.843325348091273,0.10497312216449224,0.16491931429736503,15,148,0.3239955588653836,0.4061025908528103,All opioids,0.2558603058146305,-3.6041106433688883,0.07538778331302139,0.5195117288972958,0.10810025052110858,0.40362036110815236,-4.622353632007588,-2.5858676547301886,1,1
2013,01,AL,Alabama,opioid,0.8615736498868364,4.854000381309524,0.06470341105209161,0.16413073653627078,12,150,0.2543686518659318,0.4051305179028985,All opioids,0.17749764775551974,-3.9924267314226873,0.09413115495174243,0.478366122952245,-0.006999415949895421,0.36199471146093487,-4.930024332409087,-3.0548291304362873,1,1
2014,01,AL,Alabama,opioid,2.0613253359076653,7.732077039235371,0.17052222515869223,0.25893277225449485,26,244,0.4129433679800321,0.5088543723448732,All opioids,0.2665939986691481,-5.6707517033277055,0.04446279723663171,0.6553281600947628,0.17944691608534996,0.3537410812529463,-6.95519489711344,-4.386308509541971,1,1
2015,01,AL,Alabama,opioid,2.3436197149848472,8.149011455906725,0.18392873490715422,0.286306568309315,31,243,0.42886913494346296,0.5350762266344067,All opioids,0.2875955847731812,-5.805391740921879,0.03779835836772534,0.6857370510745859,0.21351080237243952,0.3616803671739229,-7.149436361028068,-4.46134712081569,1,1
2016,01,AL,Alabama,opioid,4.1839345710502425,9.423753617593077,0.34541534781711813,0.33141175552329644,53,282,0.5877204674138192,0.5756837287289753,All opioids,0.4439774999252222,-5.239819046542834,0.023463848941261318,0.8226950245020415,0.39798835600035,0.48996664385009436,-6.852301294566836,-3.627336798518833,1,1
2017,01,AL,Alabama,opioid,5.322458226146078,11.437819481900593,0.4429785933196996,0.3992877025575468,66,347,0.6655663703340934,0.631892160544461,All opioids,0.4653385406692621,-6.115361255754515,0.018689277044435935,0.9177506719568481,0.42870755766216767,0.5019695236763565,-7.914152572789938,-4.316569938719093,1,1
2018,01,AL,Alabama,opioid,4.96952993073304,10.500826962400662,0.4160392428128176,0.37476734535982575,62,314,0.6450110408456724,0.6121824445047618,All opioids,0.47325129235316177,-5.531297031667623,0.020244981782647817,0.8892730672704776,0.43357112805917203,0.5129314566471515,-7.274272243517759,-3.7883218198174866,1,1
2019,01,AL,Alabama,opioid,4.96902180344015,11.344211521553914,0.39900024450066296,0.39975752223978467,65,341,0.6316646614309391,0.6322638074726282,All opioids,0.4380226685652896,-6.375189718113765,0.019265960950059707,0.8937324917112769,0.40026138510317255,0.47578395202740664,-8.126905401867868,-4.623474034359662,1,1
2016,01,AL,Alabama,poly_opioid,1.1517305450410544,2.0977518271222557,0.09786273240194458,0.07512308567316209,14,61,0.3128301973946003,0.27408590929334925,Multiple opioids,0.5490308863756419,-0.9460212820812013,0.09084732387911862,0.41591563817089955,0.3709701315725694,0.7270916411787144,-1.7612159328961643,-0.13082663126623817,1,1
2017,01,AL,Alabama,poly_opioid,1.3620488774940178,2.156194347430883,0.11215730298299068,0.07567915155015309,17,64,0.334898944433975,0.2750984397450358,Multiple opioids,0.6316911456135234,-0.7941454699368651,0.07673436227249655,0.43340103199363034,0.48129179555943014,0.7820904956676166,-1.6436114926443806,0.0553205527706504,1,1
2018,01,AL,Alabama,poly_opioid,1.593617708196733,1.760592098737629,0.13115970907668176,0.06588851653863238,20,49,0.36215978390301945,0.2566875854782081,Multiple opioids,0.9051600932091999,-0.1669743905408958,0.07290198337067555,0.4439011439671159,0.7622722058026759,1.048047980615724,-1.0370206327164428,0.7030718516346514,0,0
2019,01,AL,Alabama,poly_opioid,1.3202815425919414,2.9287297927413003,0.1019584587369845,0.10504601227732932,18,86,0.3193093464604262,0.3241080256293098,Multiple opioids,0.450803466357391,-1.6084482501493589,0.07073790274261012,0.4549774401157862,0.3121571769818752,0.5894497557329068,-2.5002040327763,-0.7166924675224179,1,1
2014,01,AL,Alabama,single_heroin,0.91578932694634,2.8508648684095936,0.07942172309516497,0.1016585183610269,11,83,0.28181859962600936,0.3188393300096883,Heroin alone,0.32123210647203687,-1.9350755414632537,0.10720767708899896,0.4255352411448338,0.1111050593775989,0.5313591535664748,-2.769124614107128,-1.1010264688193794,1,1
2015,01,AL,Alabama,single_heroin,1.091335480593416,2.56189775497081,0.08305780350255675,0.09194766659424103,15,74,0.28819750780073855,0.3032287364255588,Heroin alone,0.42598713335686983,-1.470562274377394,0.08374642368108098,0.4183365512321363,0.26184414294195113,0.5901301237717885,-2.2905019147923813,-0.6506226339624069,1,1
2017,01,AL,Alabama,single_natural,1.2643025635253582,2.344841664374467,0.09791181034941987,0.07405188077838629,17,80,0.31290862939430075,0.2721247522339456,Natural opioid alone,0.5391846207503465,-1.080539100849109,0.07472198527392696,0.4146850505236548,0.39272952961344965,0.6856397118872433,-1.8933217998754723,-0.2677564018227456,1,1
2007,01,AL,Alabama,single_opioid,1.0476252761276197,4.379891575998093,0.08614000095931654,0.14513788821874163,13,135,0.29349616855985794,0.3809696683710419,One opioid alone,0.23918977398176483,-3.332266299870474,0.08605192020096214,0.4809135984540863,0.07052801038787904,0.4078515375756506,-4.274856952840484,-2.3896756469004647,1,1
2012,01,AL,Alabama,single_opioid,1.1376528618628106,4.413688664319359,0.09465831423945942,0.15013246613395725,14,135,0.30766591335320104,0.3874693099252601,One opioid alone,0.25775557552568096,-3.2760358024565486,0.08084410229067175,0.4947633579534934,0.09930113503596433,0.4162100160153976,-4.245771984045396,-2.3062996208677013,1,1
2013,01,AL,Alabama,single_opioid,0.7910068093087579,4.105163701226496,0.05972373206291968,0.13852271017490125,11,127,0.24438439406582343,0.3721863917110636,One opioid alone,0.1926858139840878,-3.3141568919177375,0.10367209795553116,0.4452487419834232,-0.010511498008753284,0.3958831259769289,-4.186844426205247,-2.441469357630228,1,1
2014,01,AL,Alabama,single_opioid,1.7180869895299216,6.4886115961183,0.1464444250117945,0.2172031766402159,21,205,0.38268057830492846,0.46605061596377695,One opioid alone,0.26478499507625597,-4.770524606588379,0.05477048676142029,0.6030320071538577,0.1574348410238722,0.37213514912863976,-5.95246734060994,-3.5885818725668175,1,1
2015,01,AL,Alabama,single_opioid,2.0141507573396664,6.795320175935438,0.1561410182271691,0.237584859011314,27,204,0.39514683122501326,0.4874267729734529,One opioid alone,0.29640262786622856,-4.781169418595772,0.04363384407101789,0.6274757981296833,0.2108802934870335,0.3819249622454236,-6.011021982929951,-3.551316854261592,1,1
2016,01,AL,Alabama,single_opioid,3.0322040260091883,7.326001790470821,0.24755261541517357,0.2562886698501344,39,221,0.49754659622509084,0.5062496121975151,One opioid alone,0.4138961622904978,-4.293797764461633,0.03169992975519889,0.7098177831424823,0.351764299970308,0.4760280246106876,-5.6850406194208984,-2.902554909502368,1,1
2017,01,AL,Alabama,single_opioid,3.9604093486520595,9.281625134469712,0.3308212903367088,0.32360855100739366,49,283,0.5751706619227973,0.568866022018712,One opioid alone,0.42669352524743287,-5.321215785817652,0.024848184071849695,0.8089683809297509,0.37799108446660745,0.4753959660282583,-6.906793812439964,-3.735637759195341,1,1
2018,01,AL,Alabama,single_opioid,3.3759122225363063,8.740234863663034,0.28487953373613584,0.3088788288211934,42,265,0.5337410736828634,0.5557686828359379,One opioid alone,0.38624960029065636,-5.364322641126727,0.029039841466909,0.7705571766957525,0.3293315110155147,0.443167689565798,-6.8746147074504025,-3.854030574803052,1,1
2019,01,AL,Alabama,single_opioid,3.648740260848208,8.415481728812615,0.29704178576367846,0.2947115099624554,47,255,0.5450153995656255,0.5428733829931759,One opioid alone,0.43357473504526617,-4.766741467964407,0.026473044850772176,0.7692550264549032,0.3816875671377527,0.48546190295277963,-6.274481319816018,-3.259001616112797,1,1
2016,01,AL,Alabama,single_synth,1.551351026119479,2.325488204448242,0.13354086141697968,0.08242174993837996,19,68,0.36543243071323006,0.287091884138824,Synthetic opioid alone,0.6671076736282827,-0.7741371783287629,0.07072835746231709,0.46471777602686953,0.5284800930021412,0.8057352542544243,-1.6849840193414272,0.13670966268390128,1,1
2017,01,AL,Alabama,single_synth,1.916447532495313,3.4635655158030345,0.1644679190073439,0.12479076823919052,23,101,0.4055464449447731,0.3532573682730348,Synthetic opioid alone,0.5533163798262903,-1.5471179833077215,0.0551827842926866,0.5378277486765948,0.4451581226126246,0.6614746370399561,-2.601260370713847,-0.4929755959015958,1,1
2018,01,AL,Alabama,single_synth,2.2005505698376755,2.226970862873409,0.19479202637918175,0.07863637711542755,26,67,0.4413524967406231,0.2804217843096851,Synthetic opioid alone,0.9881362197071389,-0.026420293035733344,0.05608217884693299,0.5229038185886667,0.8782151491671503,1.0980572902471275,-1.0513117774695202,0.9984711913980535,0,0
2019,01,AL,Alabama,single_synth,2.234178803287359,3.2996571824121377,0.17934595797086902,0.1188060708124293,29,95,0.4234925713290246,0.34468256528642305,Synthetic opioid alone,0.6770942191194887,-1.0654783791247788,0.0468417931035721,0.5460329923945056,0.5852843046364874,0.7689041336024901,-2.13570304421801,0.0047462859684521685,1,1
2016,01,AL,Alabama,synth,2.5272792982343852,4.238419858636348,0.21586644942278785,0.15034201885600965,31,124,0.46461430178459623,0.38773962765754244,Synthetic opioids,0.5962786563215806,-1.711140560401963,0.042166018211493614,0.6051516076809161,0.5136332606270532,0.6789240520161081,-2.8972377114565586,-0.5250434093473673,1,1
2017,01,AL,Alabama,synth,3.1055242370801146,5.224643744452619,0.26161806339513044,0.18664609384345696,38,153,0.511486132163063,0.4320255708212848,Synthetic opioids,0.5943992335128062,-2.1191195073725044,0.033964386335189924,0.6695253223281308,0.527829036295834,0.6609694307297784,-3.431389139135641,-0.806849875609368,1,1
2018,01,AL,Alabama,synth,3.6329787659499684,3.4570098519077415,0.3129607060528536,0.12523209491370849,44,101,0.5594289106337405,0.353881470147433,Synthetic opioids,1.0509020574370418,0.17596891404222692,0.034190645561860564,0.661961328905671,0.983888392135795,1.1179157227382885,-1.1214752906128884,1.4734131186973423,0,0
2019,01,AL,Alabama,synth,3.3333766572635453,5.82264861543252,0.2639415798382623,0.21002464054664646,44,168,0.5137524499584039,0.45828445374750215,Synthetic opioids,0.5724845989209558,-2.489271958168975,0.02994895032835495,0.6884520465398507,0.5137846562773801,0.6311845415645315,-3.838637969387082,-1.1399059469508674,1,1
2017,01073,Jefferson County (AL),Jefferson County,natural,4.114957968034516,5.854772018192567,1.5740793793205377,1.889885879492696,11,19,1.2546232021290447,1.3747312026329714,Natural and semi-synthetic opioids,0.7028382924643493,-1.739814050158051,0.1480934424528839,1.8611730867421314,0.41257514525669686,0.9931014396720017,-5.387713300172629,1.9080851998565267,1,1
2014,01073,Jefferson County (AL),Jefferson County,opioid,7.4319811489349235,37.5258011853974,2.76142237682366,11.781002772666483,21,127,1.6617528025623005,3.432346540293751,All opioids,0.19804989938034867,-30.093820036462475,0.05836074825248831,3.813453179139629,0.08366283280547158,0.31243696595522574,-37.56818826757615,-22.619451805348803,1,1
2015,01073,Jefferson County (AL),Jefferson County,opioid,8.427379341095785,36.39274150003419,2.9573108233499292,12.300848880352717,25,112,1.719683349733296,3.507256603151916,All opioids,0.23156758720933038,-27.965362158938404,0.05092775526072842,3.9061694412432555,0.13174918689830267,0.3313859875203581,-35.621454263775185,-20.309270054101624,1,1
2016,01073,Jefferson County (AL),Jefferson County,opioid,13.59783836582362,39.26514442672301,5.220157077647154,12.85612028651001,37,126,2.28476630700979,3.5855432345057574,All opioids,0.34630812045528153,-25.667306060899392,0.03657078735755171,4.2516205574059835,0.27462937723448017,0.4179868636760829,-34.00048235341512,-17.334129768383665,1,1
2017,01073,Jefferson County (AL),Jefferson County,opioid,15.9406636448335,37.30187526890627,6.0719197230526465,12.581714318569624,43,115,2.4641265639273984,3.5470712311101993,All opioids,0.42734215183334656,-21.361211624072773,0.032937631777961884,4.318985302316074,0.36278439354854125,0.4918999101181519,-29.82642281661228,-12.896000431533269,1,1
2018,01073,Jefferson County (AL),Jefferson County,opioid,16.72760636797054,30.195343936868614,6.493509379352061,10.132907222233186,45,94,2.548236523431854,3.183222772950895,All opioids,0.5539796600079815,-13.467737568898073,0.034320202171452444,4.077550318706717,0.4867120637519347,0.6212472562640283,-21.459736193563238,-5.4757389442329085,1,1
2019,01073,Jefferson County (AL),Jefferson County,opioid,13.16250164981439,32.24761489510268,4.76494210720554,10.653172856989116,38,102,2.182874734657383,3.263919860687317,All opioids,0.408169772946939,-19.08511324528829,0.037747378317022705,3.9265907558841238,0.3341849114455745,0.48215463444830353,-26.781231126821172,-11.38899536375541,1,1
2016,01073,Jefferson County (AL),Jefferson County,poly_opioid,4.646222143992248,11.039253260730131,1.8364569051363935,3.5386592864011845,12,36,1.355159365217388,1.8811324478625062,Multiple opioids,0.42088192328372664,-6.393031116737883,0.11410836448554024,2.318429682249944,0.1972295288920678,0.6445343176753855,-10.937153293947773,-1.848908939527993,1,1
2017,01073,Jefferson County (AL),Jefferson County,poly_opioid,5.022477676738633,8.5617742808565,1.8667196173040321,2.8088807716099806,14,27,1.366279479939603,1.6759715903349854,Multiple opioids,0.5866164549523952,-3.539296604117867,0.11232019049274425,2.16231366570949,0.3664688815866165,0.806764028318174,-7.777431388908467,0.6988381806727331,1,1
2018,01073,Jefferson County (AL),Jefferson County,poly_opioid,5.378752497928741,6.414144075122542,2.0035386272963356,2.240033597526758,15,19,1.4154641031465036,1.4966741788133975,Multiple opioids,0.838576813201063,-1.035391577193801,0.12369975879269268,2.059993258441176,0.5961252859673853,1.0810283404347407,-5.072978363738506,3.002195209350904,0,0
2019,01073,Jefferson County (AL),Jefferson County,poly_opioid,4.1633231966005235,9.955406323687491,1.4116282003177771,3.2242748753122314,13,32,1.1881196069073927,1.7956265968491978,Multiple opioids,0.41819721478313554,-5.7920831270869675,0.11397268117913409,2.1531147381479716,0.19481075967203274,0.6415836698942383,-10.012188013856992,-1.5719782403169429,1,1
2014,01073,Jefferson County (AL),Jefferson County,single_opioid,5.874300215284169,31.525654850873163,2.2676062606133094,9.87168187874191,16,107,1.5058573174817425,3.141923277029837,One opioid alone,0.18633396334101746,-25.651354635588994,0.07564621622042646,3.4841481224763133,0.038067379548981595,0.3346005471330533,-32.48028495564257,-18.82242431553542,1,1
2015,01073,Jefferson County (AL),Jefferson County,single_opioid,6.943933551797992,29.759910907508512,2.392068376086247,10.116640920003949,21,91,1.5466312993361564,3.1806667414245005,One opioid alone,0.2333317990560925,-22.815977355710523,0.06103204232567211,3.536765371930996,0.11370899609777517,0.3529546020144098,-29.748037484695274,-15.883917226725771,1,1
2016,01073,Jefferson County (AL),Jefferson County,single_opioid,8.95161622183137,28.22589116599288,3.38370017251076,9.317461000108825,25,90,1.8394836700853747,3.052451637636348,One opioid alone,0.31714202287495735,-19.274274944161512,0.05392193182561844,3.5638688489645047,0.2114550364967452,0.42282900925316946,-26.25945788813194,-12.289092000191083,1,1
2017,01073,Jefferson County (AL),Jefferson County,single_opioid,10.918185968094868,28.740100988049768,4.205200105748615,9.772833546959644,29,88,2.050658456630117,3.126153154751002,One opioid alone,0.3798937927404878,-17.8219150199549,0.047108128527510035,3.73872085782133,0.2875618608265681,0.4722257246544075,-25.149807901284706,-10.494022138625095,1,1
2018,01073,Jefferson County (AL),Jefferson County,single_opioid,11.3488538700418,23.781199861746074,4.489970752055726,7.892873624706429,30,75,2.1189551085513174,2.8094258532138605,One opioid alone,0.47721956570817614,-12.432345991704274,0.048817187072594075,3.518926594398092,0.38153787904589176,0.5729012523704605,-19.329442116724536,-5.535249866684014,1,1
2019,01073,Jefferson County (AL),Jefferson County,single_opioid,8.999178453213865,22.292208571415188,3.3533139068877627,7.428897981676885,25,70,1.8312055883727973,2.7256004809356935,One opioid alone,0.40369164968038723,-13.293030118201322,0.05635570468338853,3.2836278547613533,0.2932344685009457,0.5141488308598288,-19.728940713533575,-6.85711952286907,1,1
2016,01073,Jefferson County (AL),Jefferson County,single_synth,5.293476939912318,11.874146729741117,2.1269107334367625,3.960873902690529,14,37,1.4583932026160717,1.9901944384131236,Synthetic opioid alone,0.44579851170726836,-6.580669789828799,0.10399667410673187,2.467343639651212,0.2419650304580739,0.6496319929564628,-11.416663323545174,-1.7446762561124238,1,1
2017,01073,Jefferson County (AL),Jefferson County,single_synth,6.390290169559398,11.53835481745319,2.4675936101851903,4.013320404956347,17,34,1.570857603408148,2.0033273334521113,Synthetic opioid alone,0.5538302704899742,-5.148064647893792,0.09057225423623139,2.5457639354703607,0.37630865218696075,0.7313518887929877,-10.137761961415698,-0.158367334371885,1,1
2018,01073,Jefferson County (AL),Jefferson County,single_synth,7.962206646222477,5.120118820923025,3.290933906747242,1.6076725465918917,20,17,1.8140931361832673,1.2679402772180919,Synthetic opioid alone,1.5550823964642089,2.842087825299452,0.1132351427027263,2.2132795696294525,1.3331415167668652,1.7770232761615525,-1.495940131174275,7.180115781773179,1,1
2019,01073,Jefferson County (AL),Jefferson County,single_synth,6.79629556964176,11.069997155900126,2.5270669819851905,3.681045032964726,19,34,1.5896751183764533,1.9186049705358126,Synthetic opioid alone,0.6139383302388155,-4.273701586258365,0.08474904838814451,2.4916083189277396,0.44783019539805224,0.7800464650795788,-9.157253891356735,0.6098507188400042,1,1
2016,01073,Jefferson County (AL),Jefferson County,synth,9.160915831123129,22.112725035409934,3.658212553612807,7.178363405870106,24,71,1.912645433323387,2.6792467982382857,Synthetic opioids,0.41428253715692714,-12.951809204286805,0.05827093176968599,3.2918954964401457,0.3000715108883426,0.5284935634255117,-19.40392437730949,-6.49969403126412,1,1
2017,01073,Jefferson County (AL),Jefferson County,synth,10.629469915395253,18.859379694178557,4.025625269887359,6.409064121244182,29,57,2.0063960899800817,2.531612948545686,Synthetic opioids,0.5636171543158611,-8.229909778783304,0.05364891163126743,3.230276983655046,0.45846528751857696,0.6687690211131453,-14.561252666747194,-1.8985668908194144,1,1
2018,01073,Jefferson County (AL),Jefferson County,synth,13.340959144151219,8.761644009128627,5.294472534043578,2.860715235010473,35,28,2.300972084585899,1.6913649029734752,Synthetic opioids,1.522654781482958,4.579315135022592,0.06701256812606796,2.855728938301752,1.391310147955865,1.6539994150100512,-1.0179135840488422,10.176543854094025,1,1
2019,01073,Jefferson County (AL),Jefferson County,synth,10.40262561253257,18.406893602301807,3.773566358238644,6.086541898969834,30,57,1.9425669507738064,2.4670917897333764,Synthetic opioids,0.5651483535077155,-8.004267989769238,0.05283540425336937,3.1400809316335265,0.46159096117111154,0.6687057458443195,-14.158826615770948,-1.8497093637675261,1,1
2016,04,AZ,Arizona,heroin,3.2253732176460344,5.227949951891147,0.9874596356169355,0.1576528236756816,11,182,0.9937100359848116,0.3970551897100472,Heroin,0.6169479905750236,-2.0025767342451126,0.10068854677695789,1.0700992754378527,0.4195984388921861,0.8142975422578611,-4.099971314103303,0.0948178456130786,1,1
2017,04,AZ,Arizona,heroin,3.9530521137848043,5.202572248532743,1.1637139619130417,0.1566971315852724,14,185,1.0787557471054519,0.39584988516516256,Heroin,0.7598264713958879,-1.2495201347479385,0.08025925103751733,1.149091420861854,0.6025183393623539,0.9171346034294219,-3.501739319637172,1.002699050141295,1,1
2018,04,AZ,Arizona,heroin,3.6148652631244174,6.165169503188707,1.031319439470775,0.18598477799509983,13,219,1.0155389896359346,0.43125952510651844,Heroin,0.5863367197373505,-2.55030424006429,0.08381711627293863,1.1033151034341344,0.4220551718423907,0.7506182676323102,-4.712801842795193,-0.3878066373333864,1,1
2009,04,AZ,Arizona,natural,4.14514052521465,6.814514546343356,1.6063537007717787,0.19083485453518004,11,258,1.267420096405205,0.4368464885233485,Natural and semi-synthetic opioids,0.6082811177560575,-2.6693740211287063,0.09759895152547678,1.340592613476204,0.41698717276612307,0.799575062745992,-5.296935543542066,-0.041812498715346536,1,1
2010,04,AZ,Arizona,natural,4.492051883990599,6.741478930829317,1.7016065048564193,0.1889072104958154,12,259,1.3044564020527551,0.434634571215654,Natural and semi-synthetic opioids,0.6663303304929264,-2.2494270468387176,0.0884841740193596,1.3749595322598533,0.49290134941498165,0.8397593115708712,-4.94434773006803,0.4454936363905948,1,1
2015,04,AZ,Arizona,natural,4.301165445245164,5.716434673829701,1.465563530416306,0.16543616816148782,13,219,1.2106046135779864,0.406738451786265,Natural and semi-synthetic opioids,0.7524209915205096,-1.4152692285845365,0.08428222083441686,1.277105985647939,0.5872278386850525,0.9176141443559667,-3.918396960454497,1.0878585032854238,1,1
2017,04,AZ,Arizona,natural,4.925154514654333,6.175746796138159,1.5686055275611015,0.17084430553260901,16,258,1.252439829916432,0.4133331652947886,Natural and semi-synthetic opioids,0.7974994243180678,-1.2505922814838257,0.06914512317768472,1.3188820391125622,0.6619749828898057,0.9330238657463298,-3.8356010781444474,1.334416515176796,1,1
2018,04,AZ,Arizona,natural,4.4890460729528074,5.639384054617931,1.293326567102788,0.15479288438097635,16,239,1.1372451657856313,0.39343726867313467,Natural and semi-synthetic opioids,0.7960170879436479,-1.1503379816651238,0.06904734804916397,1.2033783492666652,0.6606842857672865,0.9313498901200092,-3.5089595462277874,1.2082835828975398,1,1
2019,04,AZ,Arizona,natural,6.092112652861367,5.399003747851389,1.6686786514177325,0.14556857490512035,23,231,1.2917734520486681,0.38153450028158703,Natural and semi-synthetic opioids,1.1283771853808788,0.6931089050099777,0.04995499893105212,1.3469399490411045,1.0304653874760166,1.226288983285741,-1.9468933951105871,3.3331112051305425,1,1
2003,04,AZ,Arizona,opioid,6.598556347022029,7.157626934997597,3.6719175720256576,0.21252676603688697,12,247,1.9162248229332741,0.46100625379368443,All opioids,0.9218916279022643,-0.559070587975568,0.08848086853479105,1.9708993728911033,0.7484691255740739,1.0953141302304548,-4.42203335884213,3.3038921828909946,0,0
2005,04,AZ,Arizona,opioid,5.452651777408802,8.037973543540545,2.728160208817382,0.23164031632796045,11,288,1.6517143242151113,0.4812902620331731,All opioids,0.6783614984389501,-2.5853217661317434,0.09534546126258536,1.7204070812297136,0.4914843943642828,0.8652386025136174,-5.9573196453419826,0.7866761130784954,1,1
2006,04,AZ,Arizona,opioid,10.3409477137617,9.705640137768707,6.340579155359018,0.27592914282529307,19,358,2.5180506657648922,0.5252895799702227,All opioids,1.065457565598455,0.6353075759929929,0.062222859203313066,2.5722574323314356,0.9435007615599614,1.1874143696369486,-4.40631699137662,5.676932143362606,0,0
2007,04,AZ,Arizona,opioid,5.710410460241971,9.871900869634272,2.5536108031658626,0.2818616777402404,13,361,1.598002128648727,0.5309064679774023,All opioids,0.578450952420628,-4.161490409392301,0.08120275131051444,1.6838861246848322,0.41929355985201977,0.7376083449892363,-7.461907213774572,-0.8610736050100298,1,1
2008,04,AZ,Arizona,opioid,5.725370672798957,10.75585709354164,2.3579742875156935,0.302838829227101,14,402,1.5355696947764024,0.5503079403634851,All opioids,0.5323025978317207,-5.030486420742684,0.07455131836736133,1.6311999009142917,0.38618201383169254,0.678423181831749,-8.227638226534696,-1.8333346149506724,1,1
2009,04,AZ,Arizona,opioid,5.253149508766162,12.632876475814783,2.021856872936233,0.3557972296162254,14,474,1.4219201359205211,0.5964874094364653,All opioids,0.4158316214698323,-7.3797269670486205,0.07549686951441041,1.5419643648776253,0.2678577572215879,0.5638054857180768,-10.401977122208766,-4.357476811888475,1,1
