year,st_fips,abbrev,name,race_eth,race_cat,opioid_type,opioid_cat,obs_rate,deaths,pop,model_rate
2017,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,188450,8.9
2018,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,8.283814825790513,16,186368,9.51
2019,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,16.658524283144818,33,185058,10.16
1999,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,162736,9.02
2000,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,163421,9.239999999999998
2001,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,163102,9.47
2002,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,163525,9.7
2003,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,14.134409794668201,22,163752,9.94
2004,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,7.903100842748351,12,163759,10.18
2005,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,11.692417786003693,18,163801,10.43
2006,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,9.05002943988262,13,164197,10.68
2007,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,8.801076104120964,14,164878,10.94
2008,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,10.607768949798292,17,166254,11.209999999999999
2009,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,9.908132016847247,17,167133,11.48
2010,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,11.396500869962592,20,167837,11.76
2011,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,14.611100089372265,23,168547,12.05
2012,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,11.019926912256736,19,169297,12.350000000000001
2013,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,12.395285589511335,21,170363,12.65
2014,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,10.712658195405204,18,170435,12.96
2015,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,21.420570772648727,36,170409,20.69
2016,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,41.68417254373729,67,170838,33.06
2017,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,51.19954688003089,78,169898,52.8
2018,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,35.21943999845879,54,170024,48.13
2019,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,48.876744991004294,78,169831,43.879999999999995
1999,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,424484,57.54
2000,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,421346,52.379999999999995
2001,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,417059,47.68
2002,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,414503,43.41
2003,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,37.99020874005226,152,412158,39.52
2004,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,31.204917964368224,122,409893,35.98
2005,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,29.237855627916836,117,408735,32.75
2006,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,35.96646837458731,142,407556,29.82
2007,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,35.37160721849083,142,405286,27.14
2008,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,21.054460508999334,82,403531,24.71
2009,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,25.274196702952903,103,401094,22.5
2010,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,16.983583692652466,70,399504,20.479999999999997
2011,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,14.495409889020433,57,398643,18.64
2012,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,23.485749663483315,94,399003,23.68
2013,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,24.940508015532302,109,398563,30.07
2014,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,39.20980868843263,163,398806,38.190000000000005
2015,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,43.50260265245532,183,397000,48.5
2016,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,75.25017538746219,311,391862,61.59
2017,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,78.43149819654222,332,386773,78.22
2018,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,101.42372429360834,431,380294,99.33
2019,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,117.55764548243788,487,373409,126.14999999999999
1999,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,147983,0.02
2000,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,154600,0.1
2001,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,162725,0.48000000000000004
2002,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,169795,2.17
2003,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,11.023193414372816,20,177094,9.9
2004,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,184245,9.32
2005,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,9.834505175079709,19,190157,8.77
2006,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,10.479792053033572,21,195603,8.25
2007,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,7.378763212941632,15,200494,7.76
2008,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,6.818689530692948,14,204404,7.3
2009,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,6.428767862159821,13,209439,6.87
2010,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,214332,6.46
2011,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,6.707466095913809,14,218539,6.08
2012,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,6.714408836660319,15,221973,5.72
2013,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,9.149601670368021,21,226221,8.639999999999999
2014,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,14.245515699186532,32,229833,13.04
2015,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,12.555021767084746,30,233857,19.69
2016,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,33.339723241421176,81,238900,29.73
2017,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,29.060193645139453,71,243095,32.17
2018,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,39.207089281086866,101,247095,34.82
2019,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,35.44716400543009,92,251350,37.68
1999,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,97838,0.14
2000,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,98771,0.22
2001,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,99418,0.33999999999999997
2002,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,101112,0.53
2003,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,101433,0.8300000000000001
2004,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,104127,1.29
2005,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,105779,2.01
2006,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,112182,3.14
2007,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,115011,4.88
2008,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,117818,4.88
2009,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,120551,4.87
2010,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,124080,4.859999999999999
2011,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,126967,4.85
2012,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,130909,4.85
2013,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,134090,4.84
2014,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,137537,4.83
2015,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,141839,4.819999999999999
2016,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,145571,4.819999999999999
2017,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,148712,4.81
2018,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,151591,4.8
2019,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,154570,4.79
1999,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,429260,4.34
2000,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,434786,4.39
2001,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,437196,4.430000000000001
2002,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,439501,4.48
2003,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,4.520565453317823,19,439237,4.53
2004,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,3.563418721169327,15,436777,4.58
2005,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,6.0553827793963455,26,433090,4.63
2006,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,5.574198548408158,24,429729,4.68
2007,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,4.336328735157597,19,427924,4.73
2008,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,2.724371585754955,12,428574,4.78
2009,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,5.275151767622932,24,430157,4.84
2010,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,2.653638579103912,12,431052,4.89
2011,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,5.1130773911336,23,431700,4.94
2012,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,6.590129335049314,30,432381,5
2013,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,4.736889598767273,22,434144,5.05
2014,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,4.318832714051593,21,435443,6.430000000000001
2015,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,6.849041006159554,35,436292,8.18
2016,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,13.035276176183388,62,435968,10.41
2017,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,15.375705397477468,74,432757,13.239999999999998
2018,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,16.50552890322633,80,428525,16.85
2019,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,19.2964418441977,91,423776,21.439999999999998
1999,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,334460,0.32999999999999996
2000,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,349896,0.38
2001,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,367286,0.43000000000000005
2002,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,384269,0.49
2003,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,398316,0.55
2004,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,413037,0.62
2005,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,427705,0.71
2006,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,435228,0.8
2007,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,437112,0.91
2008,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,445576,1.03
2009,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,454749,1.1700000000000002
2010,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,466313,1.32
2011,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,482100,1.5
2012,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,496191,1.7
2013,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,510142,1.93
2014,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,522079,2.18
2015,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,532994,2.48
2016,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,3.276722734113927,18,543460,2.8099999999999996
2017,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,3.7037123729338957,22,553413,3.18
2018,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,3.130302841735022,18,560632,3.61
2019,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,4.477865337653833,24,566016,4.09
1999,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,107482,0.41000000000000003
2000,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,107758,0.49
2001,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,107122,0.59
2002,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,106905,0.72
2003,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,106537,0.8600000000000001
2004,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,106615,1.04
2005,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,106468,1.26
2006,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,106282,1.52
2007,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,105773,1.83
2008,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,105628,2.21
2009,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,105632,2.67
2010,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,105290,3.22
2011,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,106408,3.8899999999999997
2012,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,107576,4.6899999999999995
2013,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,108795,5.67
2014,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,109419,6.84
2015,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,109853,8.25
2016,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,110404,9.96
2017,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,13.650259515903688,15,110008,12.02
2018,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,16.561551134979084,15,109314,14.51
2019,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,opioid,All opioids,19.162645064126654,19,108906,17.52
1999,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,93902,0.17
2000,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,95025,0.2
2001,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,95491,0.24000000000000002
2002,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,96507,0.28
2003,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,97026,0.32999999999999996
2004,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,98301,0.4
2005,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,99394,0.47000000000000003
2006,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,100960,0.56
2007,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,102631,0.6699999999999999
2008,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,104105,0.7899999999999999
2009,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,106308,0.9400000000000001
2010,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,107874,1.12
2011,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,109930,1.33
2012,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,111699,1.58
2013,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,112438,1.8800000000000001
2014,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,114181,2.24
2015,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,115925,2.67
2016,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,116974,3.17
2017,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,118008,3.77
2018,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,118633,4.48
2019,13051,Chatham County (GA),Chatham County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,119355,5.33
1999,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,124919,6.1
2000,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,131463,6.58
2001,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,8.8049918763268,12,139492,7.1
2002,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,147280,7.659999999999999
2003,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,10.241829253087392,15,154953,8.27
2004,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,7.3364066821148715,12,165502,8.92
2005,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,9.45774960283963,16,176017,9.629999999999999
2006,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,8.831058232577027,16,187564,10.39
2007,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,12.421987353600306,24,197393,11.219999999999999
2008,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,11.945478463292153,24,205172,11.19
2009,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,11.296483614140694,23,210583,11.17
2010,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,10.938707787989117,24,213771,11.139999999999999
2011,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,11.256677584800261,24,216980,11.11
2012,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,12.64091508482191,29,224585,11.09
2013,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,9.876672549448903,23,229943,11.06
2014,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,10.28576618463575,23,238326,11.04
2015,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,9.080066787717485,24,249224,11.01
2016,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,opioid,All opioids,10.262620683341899,27,261196,10.99
