year,st_fips,abbrev,name,race_eth,race_cat,opioid_type,opioid_cat,obs_rate,deaths,pop,model_rate
1999,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,1156898,0.32999999999999996
2000,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,1162877,0.36
2001,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,1169299,0.39
2002,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,1173950,0.43000000000000005
2003,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,1181015,0.47000000000000003
2004,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,1189488,0.51
2005,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,1200444,0.56
2006,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,1219303,0.61
2007,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,1.1380467845706552,14,1231942,0.6699999999999999
2008,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,1246295,0.73
2009,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,1257451,0.8
2010,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,1267093,0.8700000000000001
2011,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,1273606,0.9500000000000001
2012,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,1.2392147047223847,15,1282940,1.04
2013,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,0.8615736498868364,12,1292236,1.1400000000000001
2014,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,2.0613253359076653,26,1299143,1.6900000000000002
2015,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,2.3436197149848472,31,1306404,2.52
2016,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,4.1839345710502425,53,1311414,3.75
2017,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,5.322458226146078,66,1316062,5.57
2018,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,4.96952993073304,62,1320461,5.2
2019,01,AL,Alabama,nhb,Non-Hispanic Black,opioid,All opioids,4.96902180344015,65,1324613,4.859999999999999
1999,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,223525,2.7
2000,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,223078,2.8899999999999997
2001,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,219789,3.09
2002,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,213962,3.3
2003,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,209118,3.52
2004,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,5.095645109340314,11,204643,3.7600000000000002
2005,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,200181,4.02
2006,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,198094,4.3
2007,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,196640,4.59
2008,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,196285,4.9
2009,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,197106,5.24
2010,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,196774,5.6
2011,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,5.818462185160176,14,196803,5.98
2012,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,196501,6.39
2013,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,195466,6.83
2014,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,8.913843841634073,20,194001,7.3
2015,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,9.167717440274261,18,193140,7.8
2016,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,7.520610356343647,17,190875,8.33
2017,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,188450,8.9
2018,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,8.283814825790513,16,186368,9.51
2019,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,opioid,All opioids,16.658524283144818,33,185058,10.16
1999,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,162736,9.02
2000,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,163421,9.239999999999998
2001,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,163102,9.47
2002,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,163525,9.7
2003,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,14.134409794668201,22,163752,9.94
2004,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,7.903100842748351,12,163759,10.18
2005,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,11.692417786003693,18,163801,10.43
2006,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,9.05002943988262,13,164197,10.68
2007,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,8.801076104120964,14,164878,10.94
2008,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,10.607768949798292,17,166254,11.209999999999999
2009,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,9.908132016847247,17,167133,11.48
2010,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,11.396500869962592,20,167837,11.76
2011,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,14.611100089372265,23,168547,12.05
2012,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,11.019926912256736,19,169297,12.350000000000001
2013,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,12.395285589511335,21,170363,12.65
2014,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,10.712658195405204,18,170435,12.96
2015,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,21.420570772648727,36,170409,20.69
2016,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,41.68417254373729,67,170838,33.06
2017,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,51.19954688003089,78,169898,52.8
2018,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,35.21943999845879,54,170024,48.13
2019,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,48.876744991004294,78,169831,43.879999999999995
1999,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,422065,1.02
2000,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,423762,1.05
2001,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,426137,1.08
2002,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,428236,1.11
2003,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,430651,1.1300000000000001
2004,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,434042,1.1600000000000001
2005,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,437543,1.1900000000000002
2006,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,444779,1.22
2007,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,447377,1.26
2008,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,451963,1.29
2009,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,455462,1.32
2010,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,460480,1.36
2011,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,463757,1.3900000000000001
2012,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,465758,1.43
2013,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,468354,1.46
2014,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,470706,1.82
2015,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,3.131157266610046,13,473995,2.27
2016,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,477128,2.8299999999999996
2017,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,2.982070371328743,14,479006,3.53
2018,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,4.4477257073768355,19,480659,4.39
2019,05,AR,Arkansas,nhb,Non-Hispanic Black,opioid,All opioids,5.858334411503694,26,482025,5.470000000000001
1999,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,159387,2.73
2000,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,165607,3.15
2001,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,172878,3.65
2002,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,180671,4.22
2003,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,6.598556347022029,12,188114,4.88
2004,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,198399,5.6499999999999995
2005,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,5.452651777408802,11,211439,6.53
2006,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,10.3409477137617,19,226891,7.56
2007,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,5.710410460241971,13,239996,7.08
2008,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,5.725370672798957,14,252747,6.63
2009,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,5.253149508766162,14,263243,6.21
2010,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,7.168176699915373,19,270425,5.819999999999999
2011,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,4.122231145737464,11,277864,5.45
2012,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,5.970346787502131,16,287210,5.1
2013,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,295854,4.78
2014,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,5.126445424478141,16,305795,4.470000000000001
2015,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,7.3432549170175125,23,317352,6.06
2016,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,6.4632780011114415,21,330381,8.2
2017,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,11.66656909652819,40,341339,11.1
2018,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,13.703787649660873,53,353675,15.02
2019,04,AZ,Arizona,nhb,Non-Hispanic Black,opioid,All opioids,21.34082567982389,78,366837,20.330000000000002
1999,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,424484,57.54
2000,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,421346,52.379999999999995
2001,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,417059,47.68
2002,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,414503,43.41
2003,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,37.99020874005226,152,412158,39.52
2004,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,31.204917964368224,122,409893,35.98
2005,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,29.237855627916836,117,408735,32.75
2006,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,35.96646837458731,142,407556,29.82
2007,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,35.37160721849083,142,405286,27.14
2008,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,21.054460508999334,82,403531,24.71
2009,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,25.274196702952903,103,401094,22.5
2010,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,16.983583692652466,70,399504,20.479999999999997
2011,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,14.495409889020433,57,398643,18.64
2012,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,23.485749663483315,94,399003,23.68
2013,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,24.940508015532302,109,398563,30.07
2014,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,39.20980868843263,163,398806,38.190000000000005
2015,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,43.50260265245532,183,397000,48.5
2016,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,75.25017538746219,311,391862,61.59
2017,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,78.43149819654222,332,386773,78.22
2018,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,101.42372429360834,431,380294,99.33
2019,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,117.55764548243788,487,373409,126.14999999999999
1999,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,147983,0.02
2000,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,154600,0.1
2001,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,162725,0.48000000000000004
2002,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,169795,2.17
2003,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,11.023193414372816,20,177094,9.9
2004,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,184245,9.32
2005,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,9.834505175079709,19,190157,8.77
2006,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,10.479792053033572,21,195603,8.25
2007,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,7.378763212941632,15,200494,7.76
2008,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,6.818689530692948,14,204404,7.3
2009,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,6.428767862159821,13,209439,6.87
2010,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,214332,6.46
2011,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,6.707466095913809,14,218539,6.08
2012,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,6.714408836660319,15,221973,5.72
2013,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,9.149601670368021,21,226221,8.639999999999999
2014,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,14.245515699186532,32,229833,13.04
2015,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,12.555021767084746,30,233857,19.69
2016,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,33.339723241421176,81,238900,29.73
2017,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,29.060193645139453,71,243095,32.17
2018,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,39.207089281086866,101,247095,34.82
2019,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,35.44716400543009,92,251350,37.68
1999,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,97838,0.14
2000,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,98771,0.22
2001,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,99418,0.33999999999999997
2002,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,101112,0.53
2003,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,101433,0.8300000000000001
2004,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,104127,1.29
2005,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,105779,2.01
2006,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,112182,3.14
2007,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,115011,4.88
2008,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,117818,4.88
2009,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,120551,4.87
2010,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,124080,4.859999999999999
2011,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,126967,4.85
2012,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,130909,4.85
2013,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,134090,4.84
2014,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,137537,4.83
2015,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,141839,4.819999999999999
2016,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,145571,4.819999999999999
2017,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,148712,4.81
2018,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,151591,4.8
2019,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,154570,4.79
1999,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,429260,4.34
2000,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,434786,4.39
2001,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,437196,4.430000000000001
2002,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,439501,4.48
2003,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,4.520565453317823,19,439237,4.53
2004,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,3.563418721169327,15,436777,4.58
2005,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,6.0553827793963455,26,433090,4.63
2006,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,5.574198548408158,24,429729,4.68
2007,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,4.336328735157597,19,427924,4.73
2008,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,2.724371585754955,12,428574,4.78
2009,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,5.275151767622932,24,430157,4.84
2010,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,2.653638579103912,12,431052,4.89
2011,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,5.1130773911336,23,431700,4.94
2012,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,6.590129335049314,30,432381,5
2013,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,4.736889598767273,22,434144,5.05
2014,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,4.318832714051593,21,435443,6.430000000000001
2015,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,6.849041006159554,35,436292,8.18
2016,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,13.035276176183388,62,435968,10.41
2017,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,15.375705397477468,74,432757,13.239999999999998
2018,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,16.50552890322633,80,428525,16.85
2019,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,opioid,All opioids,19.2964418441977,91,423776,21.439999999999998
1999,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,334460,0.32999999999999996
2000,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,349896,0.38
2001,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,367286,0.43000000000000005
2002,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,384269,0.49
2003,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,398316,0.55
2004,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,413037,0.62
