year,st_fips,abbrev,name,race_eth,race_cat,opioid_type,opioid_cat,obs_rate,deaths,pop,model_rate
2006,05,AR,Arkansas,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,444779,0.33999999999999997
2007,05,AR,Arkansas,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,447377,0.32
2008,05,AR,Arkansas,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,451963,0.31
2009,05,AR,Arkansas,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,455462,0.29000000000000004
2010,05,AR,Arkansas,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,460480,0.28
2011,05,AR,Arkansas,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,463757,0.26
2012,05,AR,Arkansas,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,465758,0.25
2013,05,AR,Arkansas,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,468354,0.23
2014,05,AR,Arkansas,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,470706,0.22
2015,05,AR,Arkansas,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,473995,0.36
2016,05,AR,Arkansas,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,477128,0.58
2017,05,AR,Arkansas,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,479006,0.9400000000000001
2018,05,AR,Arkansas,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,480659,1.52
2019,05,AR,Arkansas,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,2.775431847973691,12,482025,2.46
1999,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,159387,0.39
2000,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,165607,0.41000000000000003
2001,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,172878,0.43000000000000005
2002,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,180671,0.45
2003,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,188114,0.47000000000000003
2004,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,198399,0.5
2005,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,211439,0.52
2006,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,226891,0.55
2007,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,239996,0.5700000000000001
2008,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,252747,0.6
2009,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,263243,0.63
2010,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,270425,0.6699999999999999
2011,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,277864,0.7
2012,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,287210,0.74
2013,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,295854,0.77
2014,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,305795,0.81
2015,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,317352,0.8500000000000001
2016,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,330381,1.25
2017,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,341339,1.84
2018,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,353675,2.7
2019,04,AZ,Arizona,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,3.9207807630634104,15,366837,3.9699999999999998
1999,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.6376920342227472,34,2312110,1.6300000000000001
2000,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.3770251171424495,29,2329679,1.46
2001,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.038987652358569,22,2340237,1.3
2002,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.7182853940436298,38,2346002,1.1600000000000001
2003,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.56570991091487,13,2350056,1.04
2004,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.700171251746073,16,2353224,0.93
2005,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.130645903590729,26,2351018,0.8300000000000001
2006,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.6017806797048011,15,2347553,0.75
2007,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.5724420345327691,14,2343639,0.6699999999999999
2008,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.653382770726592,17,2347982,0.6
2009,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.820307359482891,20,2355669,0.64
2010,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.6633976787498075,17,2365419,0.7
2011,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.936459352370719,25,2376763,0.75
2012,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.5876335735438087,15,2387450,0.81
2013,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.7849199719791762,20,2395235,0.88
2014,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.8941492371474418,23,2409661,0.9500000000000001
2015,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.7226198647516823,20,2420767,1.03
2016,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.0157323813695234,28,2428424,1.11
2017,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.192368850808443,32,2436900,1.2
2018,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.4560665406557198,39,2443266,1.29
2019,06,CA,California,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.542186820830173,41,2449181,1.4
1999,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,169812,0.6599999999999999
2000,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,175028,0.6699999999999999
2001,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,180156,0.6799999999999999
2002,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,183545,0.69
2003,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,184369,0.7
2004,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,188381,0.71
2005,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,190230,0.73
2006,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,195987,0.74
2007,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,200261,0.75
2008,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,205308,0.76
2009,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,210732,0.7799999999999999
2010,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,216355,0.7899999999999999
2011,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,221221,0.8
2012,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,227004,0.8200000000000001
2013,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,233376,0.8300000000000001
2014,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,240409,0.8400000000000001
2015,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,247520,0.8600000000000001
2016,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,253874,0.8700000000000001
2017,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,258715,1.42
2018,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,264824,2.3099999999999996
2019,08,CO,Colorado,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,270041,3.7600000000000002
1999,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,310206,0.4
2000,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,315502,0.4
2001,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,320088,0.4
2002,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,325672,0.4
2003,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,330797,0.4
2004,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,334228,0.41000000000000003
2005,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,338134,0.41000000000000003
2006,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,342097,0.41000000000000003
2007,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,345966,0.41000000000000003
2008,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,350592,0.42000000000000004
2009,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,354892,0.42000000000000004
2010,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,358993,0.42000000000000004
2011,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,362672,0.42000000000000004
2012,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,366653,0.43000000000000005
2013,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,370898,0.7899999999999999
2014,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,374003,1.47
2015,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,377252,2.73
2016,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,4.731592343364929,18,380171,5.07
2017,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,6.408691217121302,24,383474,6.38
2018,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,8.808503881177689,36,386877,8.02
2019,09,CT,Connecticut,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,9.550710912135257,41,391493,10.09
1999,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,346580,0.72
2000,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,345917,0.76
2001,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,341955,0.8
2002,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,338411,0.8400000000000001
2003,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,332773,0.88
2004,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,326663,0.92
2005,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,320385,0.97
2006,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,315872,1.02
2007,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,312283,1.07
2008,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,309063,1.12
2009,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,308452,1.1700000000000002
2010,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,308684,1.23
2011,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,311264,1.29
2012,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,314604,1.36
2013,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,319303,1.42
2014,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,3.773279599563962,13,321781,3.74
2015,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,4.813413434533858,19,323815,9.84
2016,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,25.541782581518863,94,324909,25.88
2017,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,29.49097387793007,112,324981,24.86
2018,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,21.717613774226514,79,324295,23.88
2019,11,DC,District of Columbia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,22.53717901601772,84,321775,22.939999999999998
1999,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,149503,0.35
2000,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,153517,0.38
2001,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,157360,0.42000000000000004
2002,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,161322,0.46
2003,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,165409,0.5
2004,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,169532,0.54
2005,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,174883,0.59
2006,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,179979,0.64
2007,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,184865,0.7
2008,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,189524,0.76
2009,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,192649,0.8300000000000001
2010,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,195744,0.9
2011,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,198757,0.98
2012,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,201358,1.07
2013,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,204227,1.1600000000000001
2014,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,207462,1.26
2015,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,210931,2.11
2016,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,214264,3.53
2017,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,8.588347297901798,19,217550,5.91
2018,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,10.9511487313959,24,221076,9.88
2019,10,DE,Delaware,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,14.075399021215867,31,224574,16.52
1999,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2312918,0.05
2000,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2368440,0.06
2001,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2433153,0.07
2002,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2498914,0.08
2003,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2562495,0.09
2004,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2636845,0.1
2005,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2713885,0.12000000000000001
2006,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2784593,0.14
2007,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2831801,0.16
2008,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2878120,0.19
2009,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2917176,0.21000000000000002
2010,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2963343,0.25
2011,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,3023338,0.16
2012,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,3081740,0.1
2013,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,3132694,0.06
2014,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,3188336,0.17
2015,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.4397273843911134,15,3246179,0.49
2016,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.4484179126345371,46,3307041,1.35
2017,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.4813131046614838,50,3364176,1.44
2018,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.2909683665095755,43,3407254,1.53
2019,12,FL,Florida,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.7492884110489841,60,3445122,1.6300000000000001
1999,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2317980,0.04
2000,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2378722,0.05
2001,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2433635,0.06
2002,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2484612,0.07
2003,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2530144,0.09
2004,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2589688,0.1
2005,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2652289,0.12000000000000001
2006,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2750215,0.14
2007,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2830139,0.17
2008,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2893777,0.2
2009,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2947035,0.24000000000000002
2010,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,2989363,0.28
2011,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.40577937519066193,13,3038126,0.32999999999999996
2012,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,3082288,0.39
2013,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,3121557,0.46
2014,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.5343768897725447,18,3171137,0.55
2015,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.8064319060132188,27,3225202,0.65
2016,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.7763028183117825,27,3281999,0.77
2017,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.1007735560024772,38,3335971,0.91
2018,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,0.9138453963880382,31,3387031,1.07
2019,13,GA,Georgia,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.280792222144062,45,3439966,1.27
1999,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,63797,0.26
2000,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,68382,0.25
2001,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,70698,0.25
2002,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,73089,0.25
2003,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,75705,0.25
2004,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,78706,0.25
2005,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,82129,0.25
2006,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,86276,0.25
2007,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,90707,0.25
2008,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,95252,0.24000000000000002
2009,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,99246,0.36
2010,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,103223,0.54
2011,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,106292,0.81
2012,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,109145,1.21
2013,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,114448,1.81
2014,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,119965,2.69
2015,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,125015,4.02
2016,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,130107,6
2017,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,135729,8.950000000000001
2018,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,139763,7.119999999999999
2019,19,IA,Iowa,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,143304,5.659999999999999
1999,17,IL,Illinois,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,1883947,0.9400000000000001
2000,17,IL,Illinois,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,1895462,0.89
2001,17,IL,Illinois,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,1896926,0.8500000000000001
2002,17,IL,Illinois,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,1.0792508547551838,19,1896693,0.8200000000000001
2003,17,IL,Illinois,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,1894365,0.7799999999999999
