year,st_fips,abbrev,name,race_eth,race_cat,opioid_type,opioid_cat,obs_rate,deaths,pop,model_rate
2003,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,209118,1.8800000000000001
2004,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,204643,1.99
2005,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,200181,2.11
2006,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,198094,2.24
2007,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,196640,2.38
2008,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,196285,2.53
2009,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,197106,2.68
2010,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,196774,2.84
2011,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,196803,3.02
2012,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,196501,3.2
2013,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,195466,3.4
2014,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,194001,3.61
2015,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,193140,3.8299999999999996
2016,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,190875,4.06
2017,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,188450,4.31
2018,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,186368,4.57
2019,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,185058,4.85
1999,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,162736,3.58
2000,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,163421,3.72
2001,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,163102,3.8699999999999997
2002,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,163525,4.01
2003,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,163752,4.17
2004,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,163759,4.33
2005,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,163801,4.5
2006,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,164197,4.67
2007,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,8.222500589552332,13,164878,4.85
2008,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,166254,5.04
2009,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,167133,5.24
2010,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,6.128674018609726,11,167837,5.44
2011,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,8.172403773488353,13,168547,5.6499999999999995
2012,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,169297,5.87
2013,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,170363,6.1
2014,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,170435,6.33
2015,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,170409,6.58
2016,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,9.30510235177425,15,170838,6.83
2017,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,169898,7.1
2018,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,170024,7.37
2019,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,7.502877057985514,11,169831,7.659999999999999
1999,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,424484,1.35
2000,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,421346,1.56
2001,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,417059,1.8
2002,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,414503,2.07
2003,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,412158,2.3899999999999997
2004,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,3.207509611453811,13,409893,2.75
2005,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,3.132168240462117,12,408735,3.17
2006,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,3.6975957461098528,15,407556,3.65
2007,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,5.485217812799231,24,405286,4.21
2008,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,403531,4.85
2009,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,5.259285736024092,22,401094,5.59
2010,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,4.407373021700227,18,399504,6.44
2011,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,3.3909138058224233,14,398643,7.430000000000001
2012,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,6.613561169926483,27,399003,8.56
2013,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,8.370610097083704,37,398563,9.860000000000001
2014,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,15.23829492818623,65,398806,11.370000000000001
2015,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,16.465974611051994,66,397000,13.1
2016,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,24.129447688692373,107,391862,15.1
2017,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,14.473829079960304,64,386773,17.4
2018,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,13.591885153430663,58,380294,20.05
2019,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,18.521887196602425,74,373409,23.110000000000003
1999,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,147983,0.69
2000,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,154600,0.7799999999999999
2001,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,162725,0.9
2002,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,169795,1.02
2003,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,177094,1.1700000000000002
2004,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,184245,1.33
2005,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,190157,1.52
2006,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,195603,1.73
2007,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,200494,1.98
2008,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,204404,2.2600000000000002
2009,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,209439,2.58
2010,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,214332,2.94
2011,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,218539,3.36
2012,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,221973,3.8299999999999996
2013,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,4.685818732370166,11,226221,4.37
2014,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,5.400377109838716,12,229833,4.99
2015,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,233857,5.7
2016,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,11.185552154949459,28,238900,6.5
2017,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,6.6456028061531125,16,243095,7.42
2018,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,6.226440341159145,15,247095,8.47
2019,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,8.646936643355572,21,251350,9.66
1999,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,97838,0.07
2000,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,98771,0.09
2001,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,99418,0.12000000000000001
2002,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,101112,0.16
2003,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,101433,0.21000000000000002
2004,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,104127,0.28
2005,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,105779,0.38
2006,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,112182,0.5
2007,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,115011,0.6599999999999999
2008,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,117818,0.88
2009,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,120551,1.1700000000000002
2010,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,124080,1.55
2011,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,126967,2.05
2012,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,130909,1.78
2013,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,134090,1.54
2014,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,137537,1.34
2015,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,141839,1.1600000000000001
2016,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,145571,1.01
2017,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,148712,0.8700000000000001
2018,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,151591,0.76
2019,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,154570,0.6599999999999999
1999,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,429260,0.43000000000000005
2000,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,434786,0.48000000000000004
2001,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,437196,0.53
2002,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,439501,0.59
2003,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,439237,0.6599999999999999
2004,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,436777,0.73
2005,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,433090,0.81
2006,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,429729,0.9
2007,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,427924,1
2008,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,428574,1.12
2009,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,430157,1.24
2010,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,431052,1.3800000000000001
2011,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,431700,1.53
2012,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,432381,1.7
2013,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,434144,1.8900000000000001
2014,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,435443,2.1
2015,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,2.41911595401599,12,436292,2.3299999999999996
2016,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,2.702214509479909,15,435968,2.59
2017,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,3.5027396133739384,18,432757,2.88
2018,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,3.4358432938244348,18,428525,3.2
2019,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,3.3787998128545818,17,423776,3.56
1999,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,334460,0.65
2000,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,349896,0.6599999999999999
2001,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,367286,0.6699999999999999
2002,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,384269,0.6799999999999999
2003,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,398316,0.69
2004,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,413037,0.7
2005,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,427705,0.71
2006,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,435228,0.72
2007,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,437112,0.74
2008,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,445576,0.75
2009,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,454749,0.76
2010,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,466313,0.77
2011,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,482100,0.7799999999999999
2012,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,496191,0.7899999999999999
2013,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,510142,0.8
2014,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,522079,0.8200000000000001
2015,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,532994,0.8300000000000001
2016,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,543460,0.8400000000000001
2017,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,553413,0.8500000000000001
2018,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,560632,0.8700000000000001
2019,12011,Broward County (FL),Broward County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,566016,0.88
1999,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,107482,0.32
2000,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,107758,0.37
2001,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,107122,0.43000000000000005
2002,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,106905,0.5
2003,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,106537,0.58
2004,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,106615,0.6799999999999999
2005,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,106468,0.7799999999999999
2006,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,106282,0.91
2007,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,105773,1.06
2008,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,105628,1.23
2009,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,105632,1.42
2010,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,105290,1.6500000000000001
2011,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,106408,1.92
2012,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,107576,2.22
2013,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,108795,2.58
2014,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,109419,3
2015,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,109853,3.48
2016,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,110404,4.04
2017,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,110008,4.6899999999999995
2018,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,109314,5.44
2019,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,108906,6.31
1999,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,124919,1.7
2000,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,131463,1.96
2001,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,139492,2.2600000000000002
2002,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,147280,2.61
2003,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,154953,3
2004,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,165502,3.46
2005,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,176017,3.9899999999999998
2006,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,187564,4.6
2007,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,NA,NA,197393,5.3
2008,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,6.464453970534851,13,205172,6.109999999999999
2009,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,6.446993039368604,13,210583,7.04
2010,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,natural,Natural and semi-synthetic opioids,9.280959238252814,20,213771,8.12
