year,st_fips,abbrev,name,race_eth,race_cat,opioid_type,opioid_cat,obs_rate,deaths,pop,model_rate
2015,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,21.420570772648727,36,170409,20.69
2016,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,41.68417254373729,67,170838,33.06
2017,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,51.19954688003089,78,169898,52.8
2018,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,35.21943999845879,54,170024,48.13
2019,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,opioid,All opioids,48.876744991004294,78,169831,43.879999999999995
1999,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,424484,57.54
2000,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,421346,52.379999999999995
2001,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,417059,47.68
2002,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,414503,43.41
2003,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,37.99020874005226,152,412158,39.52
2004,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,31.204917964368224,122,409893,35.98
2005,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,29.237855627916836,117,408735,32.75
2006,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,35.96646837458731,142,407556,29.82
2007,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,35.37160721849083,142,405286,27.14
2008,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,21.054460508999334,82,403531,24.71
2009,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,25.274196702952903,103,401094,22.5
2010,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,16.983583692652466,70,399504,20.479999999999997
2011,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,14.495409889020433,57,398643,18.64
2012,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,23.485749663483315,94,399003,23.68
2013,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,24.940508015532302,109,398563,30.07
2014,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,39.20980868843263,163,398806,38.190000000000005
2015,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,43.50260265245532,183,397000,48.5
2016,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,75.25017538746219,311,391862,61.59
2017,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,78.43149819654222,332,386773,78.22
2018,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,101.42372429360834,431,380294,99.33
2019,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,opioid,All opioids,117.55764548243788,487,373409,126.14999999999999
1999,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,147983,0.02
2000,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,154600,0.1
2001,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,162725,0.48000000000000004
2002,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,169795,2.17
2003,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,11.023193414372816,20,177094,9.9
2004,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,184245,9.32
2005,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,9.834505175079709,19,190157,8.77
2006,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,10.479792053033572,21,195603,8.25
2007,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,7.378763212941632,15,200494,7.76
2008,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,6.818689530692948,14,204404,7.3
2009,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,6.428767862159821,13,209439,6.87
2010,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,214332,6.46
2011,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,6.707466095913809,14,218539,6.08
2012,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,6.714408836660319,15,221973,5.72
2013,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,9.149601670368021,21,226221,8.639999999999999
2014,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,14.245515699186532,32,229833,13.04
2015,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,12.555021767084746,30,233857,19.69
2016,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,33.339723241421176,81,238900,29.73
2017,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,29.060193645139453,71,243095,32.17
2018,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,39.207089281086866,101,247095,34.82
2019,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,opioid,All opioids,35.44716400543009,92,251350,37.68
1999,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,385531,6.03
2000,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,386826,5.67
2001,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,387552,5.34
2002,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,388295,5.02
2003,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,3.804929912004689,14,388771,4.73
2004,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,4.5808429636478625,17,388591,4.45
2005,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,5.059529154493747,19,387825,4.1899999999999995
2006,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,4.341481906715627,17,386014,3.94
2007,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,4.113143419087851,17,384958,3.71
2008,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,2.92457039563063,12,384395,3.4899999999999998
2009,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,4.191239552133002,16,384129,4.23
2010,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,5.681632961509863,23,384519,5.14
2011,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,7.684908585615582,32,383571,6.23
2012,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,6.307032187450535,27,382726,7.56
2013,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,7.628283948494509,36,383372,9.17
2014,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,9.362443714046421,35,383293,11.12
2015,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,10.340114117290302,43,383194,13.48
2016,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,18.200894256952104,76,382411,16.36
2017,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,25.570912718565072,99,380468,19.84
2018,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,18.442825063727703,74,378883,24.06
2019,39035,Cuyahoga County (OH),Cuyahoga County,nhb,Non-Hispanic Black,opioid,All opioids,30.415588198168457,120,377559,29.19
1999,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,7.120000370090642,24,346580,10.709999999999999
2000,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,10.617284950705521,36,345917,10.66
2001,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,10.644445391754692,36,341955,10.6
2002,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,7.773985372109694,26,338411,10.55
2003,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,13.125552982999242,44,332773,10.5
2004,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,14.92036455479632,50,326663,10.450000000000001
2005,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,11.445197593374209,39,320385,10.4
2006,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,13.486950713864394,46,315872,10.350000000000001
2007,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,8.35537627152464,28,312283,10.3
2008,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,7.105408645268311,26,309063,10.25
2009,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,3.0578852455295937,12,308452,10.2
2010,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,7.729403217567712,25,308684,10.15
2011,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,11.641455596242071,40,311264,10.1
2012,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,10.635475570645914,34,314604,10.05
2013,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,13.689872565408375,50,319303,10
2014,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,13.765777064178405,48,321781,16.77
2015,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,22.694311792049216,82,323815,28.12
2016,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,47.902824145581484,177,324909,47.14
2017,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,58.77878930929589,216,324981,51.01
2018,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,47.61338123458144,170,324295,55.190000000000005
2019,11001,District of Columbia (DC),District of Columbia,nhb,Non-Hispanic Black,opioid,All opioids,61.46999325361418,219,321775,59.720000000000006
1999,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,214798,0.18
2000,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,219057,0.22
2001,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,223361,0.28
2002,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,227827,0.35
2003,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,232377,0.43000000000000005
2004,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,237538,0.54
2005,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,241843,0.6699999999999999
2006,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,247152,0.8400000000000001
2007,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,250838,1.05
2008,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,253147,1.3
2009,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,255465,1.62
2010,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,257930,2.03
2011,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,260756,2.52
2012,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,263172,3.15
2013,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,266364,3.92
2014,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,270274,4.89
2015,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,274941,6.1
2016,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,12.556324152926335,33,280188,7.6
2017,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,11.781482428232753,33,284721,9.48
2018,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,8.403698515055185,23,289107,11.82
2019,12031,Duval County (FL),Duval County,nhb,Non-Hispanic Black,opioid,All opioids,14.645358383116418,40,292826,14.739999999999998
1999,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,102.59371690526642,113,123883,95.74000000000001
2000,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,79.5885045755304,89,124887,88.19
2001,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,76.56784286381337,86,124792,81.25
2002,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,80.98735301290726,92,124725,74.85
2003,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,125066,23.84
2004,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,124822,7.6
2005,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,124324,2.42
2006,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,123785,2.8099999999999996
2007,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,123542,3.27
2008,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,123911,3.8099999999999996
2009,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,123987,4.430000000000001
2010,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,124325,5.1499999999999995
2011,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,124639,5.99
2012,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,124606,6.970000000000001
2013,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,125174,8.11
2014,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,125481,9.43
2015,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,13.424690266203687,17,125543,10.97
2016,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,19.03863304179269,24,125261,12.75
2017,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,18.11154931077097,21,125586,14.83
2018,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,16.307690280706932,21,125800,17.25
2019,36029,Erie County (NY),Erie County,nhb,Non-Hispanic Black,opioid,All opioids,13.087979613954877,16,125806,20.07
1999,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,328942,0.11
2000,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,331133,0.38
2001,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,330831,1.24
2002,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,331325,4.13
2003,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,12.00888147444542,39,330878,13.67
2004,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,8.81627287486307,28,328462,12.11
2005,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,16.80983728340728,53,324609,10.719999999999999
2006,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,10.202050787601284,31,320468,9.49
2007,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,7.689511347455904,24,317539,8.4
2008,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,5.437945845673423,17,315820,7.44
2009,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,316154,6.58
2010,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,6.708472437013831,22,316385,5.83
2011,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,4.180174336001994,14,316132,5.159999999999999
2012,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,7.780216051756702,25,314811,6.95
2013,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,10.362737661119361,35,314971,9.370000000000001
2014,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,9.522908276199274,32,314932,12.62
2015,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,13.169209784472452,45,314524,17.01
2016,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,22.651491113225273,80,314438,22.919999999999998
2017,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,39.24910497679768,140,315006,30.88
2018,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,40.349416542509594,137,314566,41.61
2019,34013,Essex County (NJ),Essex County,nhb,Non-Hispanic Black,opioid,All opioids,52.228375686235665,185,314342,56.06
1999,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,201117,1.1700000000000002
2000,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,201913,1.3900000000000001
2001,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,203139,1.6400000000000001
2002,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,204124,1.93
2003,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,5.613191723530189,11,204713,2.29
2004,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,205222,2.7
2005,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,205866,3.19
2006,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,207081,3.77
2007,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,208109,4.46
2008,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,6.359090697837658,13,209157,5.2700000000000005
2009,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,210910,6.23
2010,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,211989,7.359999999999999
2011,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,212555,8.7
2012,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,6.179022424283277,13,213672,10.28
2013,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,14.53424844294474,32,215683,12.15
2014,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,13.2967687215598,29,217059,14.360000000000001
2015,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,22.637922104228714,47,218498,16.97
2016,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,14.025445751147258,30,219594,20.05
2017,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,27.952614143849896,60,220857,23.7
2018,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,30.01526853821221,65,222036,28.01
2019,39061,Hamilton County (OH),Hamilton County,nhb,Non-Hispanic Black,opioid,All opioids,30.390684739910913,66,222915,33.1
1999,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,131995,0.29000000000000004
2000,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,133537,0.36
2001,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,135452,0.46
2002,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,137739,0.58
2003,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,139850,0.73
2004,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,142868,0.91
2005,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,145070,1.1500000000000001
2006,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,147261,1.44
2007,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,150503,1.82
2008,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,153185,2.2800000000000002
2009,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,156249,2.8699999999999997
2010,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,158802,3.61
2011,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,161042,4.55
2012,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,162880,5.72
2013,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,165854,7.1899999999999995
2014,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,167741,9.05
2015,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,6.102653121347998,11,169272,11.38
2016,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,19.556100892005727,32,171376,14.32
2017,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,14.322209529724537,22,173568,18.01
2018,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,19.09153140806229,34,174327,22.650000000000002
2019,21111,Jefferson County (KY),Jefferson County,nhb,Non-Hispanic Black,opioid,All opioids,33.38038173560012,56,175444,28.49
1999,39113,Montgomery County (OH),Montgomery County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,113200,0.07
2000,39113,Montgomery County (OH),Montgomery County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,113811,0.19
2001,39113,Montgomery County (OH),Montgomery County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,114254,0.47000000000000003
2002,39113,Montgomery County (OH),Montgomery County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,114774,1.1900000000000002
2003,39113,Montgomery County (OH),Montgomery County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,115347,3.03
2004,39113,Montgomery County (OH),Montgomery County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,115603,7.68
2005,39113,Montgomery County (OH),Montgomery County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,116106,7.39
2006,39113,Montgomery County (OH),Montgomery County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,115991,7.109999999999999
2007,39113,Montgomery County (OH),Montgomery County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,116313,6.84
2008,39113,Montgomery County (OH),Montgomery County,nhb,Non-Hispanic Black,opioid,All opioids,9.591219190435247,11,116378,6.58
2009,39113,Montgomery County (OH),Montgomery County,nhb,Non-Hispanic Black,opioid,All opioids,NA,NA,116000,6.33
